[2024/03/28 22:02:09.719][epsonscan2      ][DbgLog.cpp                                   ; 569][P7CDbgLog                                    ][00006563][-ERROR-] LoadModule Path:[/usr/bin/epsonscan2] Ver:[1.0.0]
[2024/03/28 22:02:10.164][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4527 productIDAsString = 11AF 
[2024/03/28 22:02:10.166][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4527 productIDAsString = 11AF 
[2024/03/28 22:02:10.167][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4547 productIDAsString = 11C3 
[2024/03/28 22:02:10.168][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4519 productIDAsString = 11A7 
[2024/03/28 22:02:10.169][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 377 productIDAsString = 0179 
[2024/03/28 22:02:10.170][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4423 productIDAsString = 1147 
[2024/03/28 22:02:10.171][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 396 productIDAsString = 018C 
[2024/03/28 22:02:10.172][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4538 productIDAsString = 11BA 
[2024/03/28 22:02:10.173][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4485 productIDAsString = 1185 
[2024/03/28 22:02:10.174][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4485 productIDAsString = 1185 
[2024/03/28 22:02:10.175][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4435 productIDAsString = 1153 
[2024/03/28 22:02:10.176][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 369 productIDAsString = 0171 
[2024/03/28 22:02:10.177][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 383 productIDAsString = 017F 
[2024/03/28 22:02:10.179][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 341 productIDAsString = 0155 
[2024/03/28 22:02:10.180][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4402 productIDAsString = 1132 
[2024/03/28 22:02:10.181][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4528 productIDAsString = 11B0 
[2024/03/28 22:02:10.182][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 408 productIDAsString = 0198 
[2024/03/28 22:02:10.183][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4387 productIDAsString = 1123 
[2024/03/28 22:02:10.184][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2223 productIDAsString = 08AF 
[2024/03/28 22:02:10.185][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2223 productIDAsString = 08AF 
[2024/03/28 22:02:10.186][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4517 productIDAsString = 11A5 
[2024/03/28 22:02:10.187][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4508 productIDAsString = 119C 
[2024/03/28 22:02:10.188][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4373 productIDAsString = 1115 
[2024/03/28 22:02:10.189][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4499 productIDAsString = 1193 
[2024/03/28 22:02:10.190][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4499 productIDAsString = 1193 
[2024/03/28 22:02:10.191][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4499 productIDAsString = 1193 
[2024/03/28 22:02:10.192][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4505 productIDAsString = 1199 
[2024/03/28 22:02:10.193][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2239 productIDAsString = 08BF 
[2024/03/28 22:02:10.194][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2239 productIDAsString = 08BF 
[2024/03/28 22:02:10.195][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2253 productIDAsString = 08CD 
[2024/03/28 22:02:10.196][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2253 productIDAsString = 08CD 
[2024/03/28 22:02:10.197][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4425 productIDAsString = 1149 
[2024/03/28 22:02:10.198][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4463 productIDAsString = 116F 
[2024/03/28 22:02:10.199][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4463 productIDAsString = 116F 
[2024/03/28 22:02:10.200][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4463 productIDAsString = 116F 
[2024/03/28 22:02:10.201][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4447 productIDAsString = 115F 
[2024/03/28 22:02:10.202][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2247 productIDAsString = 08C7 
[2024/03/28 22:02:10.203][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2247 productIDAsString = 08C7 
[2024/03/28 22:02:10.204][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4406 productIDAsString = 1136 
[2024/03/28 22:02:10.205][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4406 productIDAsString = 1136 
[2024/03/28 22:02:10.206][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4546 productIDAsString = 11C2 
[2024/03/28 22:02:10.208][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 402 productIDAsString = 0192 
[2024/03/28 22:02:10.209][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4408 productIDAsString = 1138 
[2024/03/28 22:02:10.210][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 343 productIDAsString = 0157 
[2024/03/28 22:02:10.211][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 343 productIDAsString = 0157 
[2024/03/28 22:02:10.212][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 343 productIDAsString = 0157 
[2024/03/28 22:02:10.213][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 326 productIDAsString = 0146 
[2024/03/28 22:02:10.214][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2224 productIDAsString = 08B0 
[2024/03/28 22:02:10.215][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4411 productIDAsString = 113B 
[2024/03/28 22:02:10.216][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 2220 productIDAsString = 08AC 
[2024/03/28 22:02:10.217][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4458 productIDAsString = 116A 
[2024/03/28 22:02:10.218][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4482 productIDAsString = 1182 
[2024/03/28 22:02:10.219][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4359 productIDAsString = 1107 
[2024/03/28 22:02:10.220][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4359 productIDAsString = 1107 
[2024/03/28 22:02:10.221][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4537 productIDAsString = 11B9 
[2024/03/28 22:02:10.222][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4537 productIDAsString = 11B9 
[2024/03/28 22:02:10.223][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4484 productIDAsString = 1184 
[2024/03/28 22:02:10.224][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4428 productIDAsString = 114C 
[2024/03/28 22:02:10.226][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 4511 productIDAsString = 119F 
[2024/03/28 22:02:10.227][epsonscan2      ][ModelInfo.cpp                                ;  61][GetModelIDFromProductID                      ][00006563][-TRACE-] modelProductID = 358 productIDAsString = 0166 
